DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2017/01/04 05:00:00+00,1034,1034,200 W  WASHINGTON ST,FRAUD,False,82
2017/01/04 05:00:00+00,1107,1107,1300 MEADOWBROOK DR,SIMPLE ASSAULT,False,83
2017/01/04 05:00:00+00,1218,1218,100 S  EDWARDS AV,OFFN AGAINST FAMILY,False,84
2017/01/04 05:00:00+00,1353,1353,500 S  STATE ST,POSSESSION/MARIJUANA,False,85
2017/01/04 05:00:00+00,1521,1520,100 HATHERLY RD,SIMPLE ASSAULT,False,86
2017/01/04 05:00:00+00,1600,1600,200 MARKLAND AV,POSSESSION/USE DANGEROUS WEAPONS,True,87
2017/01/04 05:00:00+00,1604,1604,500 S  SALINA ST,SIMPLE ASSAULT,False,88
2017/01/04 05:00:00+00,1617,1617,200 HERKIMER ST,CRIMINAL MISCHIEF,False,89
2017/01/04 05:00:00+00,315,1650,500 GIFFORD ST,CRIMINAL MISCHIEF,True,90
2017/01/04 05:00:00+00,1703,1703,0 COLUMBUS AV,POSSESSION/MARIJUANA,False,91
2017/01/04 05:00:00+00,1706,1706,1800 E  FAYETTE ST,ALL OTHER OFFENSES,False,92
2017/01/04 05:00:00+00,1731,1731,2100 E  FAYETTE ST,POSSESSION/MARIJUANA,True,93
2017/01/04 05:00:00+00,1731,1814,200 FENWAY DR,POSSESSION/MARIJUANA,False,94
2017/01/04 05:00:00+00,1805,1805,0 WOOD AV,ALL OTHER OFFENSES,True,95
2017/01/04 05:00:00+00,1816,1925,400 E  TAYLOR ST,POSSESSION/MARIJUANA,False,96
2017/01/04 05:00:00+00,1830,1830,100 DABLON CT,POSSESSION/MARIJUANA,True,97
2017/01/04 05:00:00+00,1425,1835,300 FOREST HILL DR,CRIMINAL MISCHIEF,True,98
2017/01/04 05:00:00+00,1859,1859,100 W  BRIGHTON AV,POSSESSION/USE DRUG,False,99
2017/01/04 05:00:00+00,1907,1907,2100 ERIE BLVD E,SIMPLE ASSAULT,True,100
2017/01/09 05:00:00+00,1148,1148,500 S  STATE ST,OFFN AGAINST FAMILY,False,101
2017/01/09 05:00:00+00,0,0,500 S  STATE ST,OFFN AGAINST FAMILY,False,102
2017/01/09 05:00:00+00,0,0,500 S  STATE ST,OFFN AGAINST FAMILY,False,103
2017/01/09 05:00:00+00,1236,1236,1100 N  MCBRIDE ST,CRIMINAL MISCHIEF,True,104
2017/01/09 05:00:00+00,1535,1535,1100 SALT SPRINGS RD,CRIMINAL MISCHIEF,False,105
2017/01/09 05:00:00+00,1638,1638,200 DAVIS ST,POSSESSION/MARIJUANA,False,106
2017/01/09 05:00:00+00,1700,1700,1200 S  GEDDES ST,POSSESSION/USE DRUG,False,107
2017/01/09 05:00:00+00,1705,1705,1500 S  SALINA ST,SIMPLE ASSAULT,False,108
2017/01/09 05:00:00+00,1733,1733,0 MERRIMAN AV,POSSESSION/MARIJUANA,True,109
2017/01/09 05:00:00+00,1735,1742,100 SWEETING ST,SIMPLE ASSAULT,False,110
2017/01/09 05:00:00+00,1751,1751,0 DAVIS ST,ALL OTHER OFFENSES,False,111
2017/01/09 05:00:00+00,1853,1853,200 BRUCE ST,OFFN AGAINST FAMILY,False,112
2017/01/09 05:00:00+00,1900,1900,0 W  FAYETTE ST,POSSESSION/MARIJUANA,True,113
2017/01/09 05:00:00+00,2245,2245,400 SEYMOUR ST,POSSESSION/USE DANGEROUS WEAPONS,True,114
2017/01/09 05:00:00+00,1415,2200,1 DESTINY USA DR,FRAUD,False,115
2017/01/10 05:00:00+00,15,15,1300 SPRING ST,SIMPLE ASSAULT,False,116
2017/01/10 05:00:00+00,926,926,100 GRIFFITHS ST,SIMPLE ASSAULT,False,117
2017/01/10 05:00:00+00,1032,1032,1000 JAMES ST,CRIMINAL MISCHIEF,True,118
2017/01/10 05:00:00+00,1100,1103,700 JAMES ST,SIMPLE ASSAULT,False,119
2017/01/10 05:00:00+00,900,900,500 S  STATE ST,SIMPLE ASSAULT,False,120
2017/01/10 05:00:00+00,615,1520,200 HARRISON ST,CRIMINAL MISCHIEF,True,121
2017/01/10 05:00:00+00,2130,2130,2700 JAMES ST,CRIMINAL MISCHIEF,True,122
2017/01/11 05:00:00+00,521,521,500 BEAR ST,POSSESSION/USE DRUG,False,123
2017/01/11 05:00:00+00,1158,1158,200 GRAND AV,POSSESSION/USE DRUG,True,124
2017/01/11 05:00:00+00,545,1230,300 ENGLEWOOD AV,SIMPLE ASSAULT,False,125
2017/01/11 05:00:00+00,1311,1311,0 SLOCUM AV,POSSESSION/MARIJUANA,False,126
2017/01/11 05:00:00+00,1332,1332,1400 S  SALINA ST,POSSESSION/MARIJUANA,True,127
2017/01/11 05:00:00+00,1348,1348,0 N  GEDDES ST,POSSESSION/MARIJUANA,False,128
2017/01/11 05:00:00+00,1408,1408,0 FENTON ST,POSSESSION/USE DRUG,True,129
2017/01/11 05:00:00+00,2300,1400,200 ERIE ST,CRIMINAL MISCHIEF,True,130
2017/01/11 05:00:00+00,1425,1500,600 GIFFORD ST,POSSESSION/MARIJUANA,True,131
2017/01/11 05:00:00+00,1450,1455,300 AUDUBON PKWY,CRIMINAL MISCHIEF,False,132
2017/01/11 05:00:00+00,2100,1513,200 S  MONTICELLO DR,SEX OFFENSES,False,133
2017/01/11 05:00:00+00,1522,1522,0 DAVIS ST,POSSESSION/MARIJUANA,True,134
2017/01/11 05:00:00+00,1607,1607,0 RENWICK AV,POSSESSION/MARIJUANA,False,135
2017/01/11 05:00:00+00,1635,1635,200 WESTMORELAND AV,SIMPLE ASSAULT,False,136
2017/01/11 05:00:00+00,1635,1635,0 E  COLVIN ST,ALL OTHER OFFENSES,True,137
2017/01/11 05:00:00+00,1658,1658,1400 BURNET AV,SIMPLE ASSAULT,False,138
2017/01/11 05:00:00+00,1722,1722,0 BUTTERNUT ST,POSSESSION/MARIJUANA,False,139
2017/01/11 05:00:00+00,1805,1805,200 ASH ST,POSSESSION/MARIJUANA,True,140
2017/01/11 05:00:00+00,1810,1810,0 SHERWOOD AV,POSSESSION/MARIJUANA,True,141
2017/01/11 05:00:00+00,1921,1921,1800 GRANT BLVD,CRIMINAL MISCHIEF,True,142
2017/01/11 05:00:00+00,2025,2025,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,143
2017/01/11 05:00:00+00,2309,2309,400 TULLY ST,SIMPLE ASSAULT,False,144
2017/01/11 05:00:00+00,2310,2310,100 W  PLEASANT AV,POSSESSION/USE DANGEROUS WEAPONS,True,145
2017/01/11 05:00:00+00,1900,1900,300 COOLIDGE AV,UNAUTHORIZED USE MV,False,146
2017/01/12 05:00:00+00,850,928,300 GREEN ST,CRIMINAL MISCHIEF,False,147
2017/01/12 05:00:00+00,1045,1045,200 PROSPECT AV,SIMPLE ASSAULT,False,148
2017/01/12 05:00:00+00,1254,1254,800 POND ST,SIMPLE ASSAULT,False,149
2017/01/12 05:00:00+00,1345,1345,4000 S  SALINA ST,FORGERY/COUNTERFEIT,False,150
2017/01/12 05:00:00+00,1416,1416,500 S  STATE ST,OFFN AGAINST FAMILY,False,151
2017/01/12 05:00:00+00,1709,1709,100 MILDRED AV,OFFN AGAINST FAMILY,False,152
2017/01/12 05:00:00+00,1742,1742,0 ONTARIO ST,ALL OTHER OFFENSES,True,153
2017/01/12 05:00:00+00,1754,1754,700 IRVING AV,SIMPLE ASSAULT,False,154
2017/01/12 05:00:00+00,1830,1830,200 HAWLEY AV,OFFN AGAINST FAMILY,False,155
2017/01/12 05:00:00+00,1834,1834,0 GRACE ST,POSSESSION/USE DRUG,False,156
2017/01/12 05:00:00+00,1915,1915,300 VILLAGE DR,ALL OTHER OFFENSES,False,157
2017/01/12 05:00:00+00,1954,1954,600 CATHERINE ST,POSSESSION/USE DRUG,False,158
2017/01/12 05:00:00+00,2211,2211,0 BURNET AV,ALL OTHER OFFENSES,False,159
2017/01/12 05:00:00+00,2218,2218,0 LAWRENCE ST,POSSESSION/MARIJUANA,False,160
2017/01/12 05:00:00+00,2226,2226,100 KNAUL ST,POSSESSION/MARIJUANA,True,161
2017/01/12 05:00:00+00,2322,2322,0 SOUTH AV,ALL OTHER OFFENSES,False,162
2017/01/12 05:00:00+00,2322,2322,1600 E  GENESEE ST,SIMPLE ASSAULT,False,163
2017/01/12 05:00:00+00,2338,2338,0 BELLEVUE AV,POSSESSION/MARIJUANA,False,164
2017/01/12 05:00:00+00,2355,1030,100 AVONDALE PL,CRIMINAL MISCHIEF,True,165
2017/01/13 05:00:00+00,19,19,1500 E  GENESEE ST,CRIMINAL MISCHIEF,False,166
2017/01/13 05:00:00+00,130,130,100 W  FAYETTE ST,CRIMINAL MISCHIEF,True,167
2017/01/13 05:00:00+00,316,316,0 W  BEARD AV,POSSESSION/MARIJUANA,True,168
2017/01/13 05:00:00+00,645,645,300 W  OSTRANDER AV,SIMPLE ASSAULT,False,169
2017/01/13 05:00:00+00,915,915,300 VILLAGE DR,SIMPLE ASSAULT,False,170
2017/01/13 05:00:00+00,2100,840,200 TAFT AV,CRIMINAL MISCHIEF,True,171
2017/01/13 05:00:00+00,955,955,100 MILDRED AV,SIMPLE ASSAULT,False,172
2017/01/13 05:00:00+00,1043,1043,500 S  STATE ST,ALL OTHER OFFENSES,False,173
2017/01/13 05:00:00+00,1050,1050,100 AVOCA ST,FORGERY/COUNTERFEIT,False,174
2017/01/13 05:00:00+00,1319,1319,400 BURNET AV,OFFN AGAINST FAMILY,False,175
2017/01/13 05:00:00+00,1335,1335,0 WALSH CIR,ALL OTHER OFFENSES,False,176
2017/01/13 05:00:00+00,1350,1355,100 HARTSON ST,SIMPLE ASSAULT,False,177
2017/01/13 05:00:00+00,1433,1433,100 AMIDON DR,OFFN AGAINST FAMILY,True,178
2017/01/13 05:00:00+00,1450,1450,900 GLENWOOD AV,OFFN AGAINST FAMILY,False,179
2017/01/13 05:00:00+00,1521,1521,100 KNAUL ST,POSSESSION/MARIJUANA,True,180
2017/01/13 05:00:00+00,1734,1734,900 KIRKPATRICK ST,POSSESSION/MARIJUANA,False,181
2017/01/13 05:00:00+00,1743,1743,0 WOLF ST,POSSESSION/MARIJUANA,True,182
2017/01/13 05:00:00+00,1824,1830,300 CLOVER RIDGE RD,SIMPLE ASSAULT,False,183
2017/01/13 05:00:00+00,1842,1842,200 EAST AV,POSSESSION/MARIJUANA,True,184
2017/01/13 05:00:00+00,1905,1908,100 S  EDWARDS AV,SIMPLE ASSAULT,False,185
2017/01/13 05:00:00+00,1950,1953,300 CARBON ST,SIMPLE ASSAULT,False,186
2017/01/13 05:00:00+00,1955,1955,100 W  FAYETTE ST,ALL OTHER OFFENSES,False,187
2017/01/13 05:00:00+00,2004,2004,0 W  KENNEDY ST,POSSESSION/USE DRUG,False,188
2017/01/13 05:00:00+00,2156,2156,600 SOUTH AV,POSSESSION/MARIJUANA,True,189
2017/01/13 05:00:00+00,2203,2203,100 E  ONONDAGA ST,POSSESSION/MARIJUANA,True,190
2017/01/13 05:00:00+00,2213,2213,300 CROSSETT ST,POSSESSION/MARIJUANA,True,191
2017/01/13 05:00:00+00,800,1300,200 ALLEN ST,SIMPLE ASSAULT,False,192
2017/01/13 05:00:00+00,815,815,800 LANCASTER AV,CRIMINAL MISCHIEF,True,193
2017/01/13 05:00:00+00,1100,715,100 BURNET AV,CRIMINAL MISCHIEF,True,194
2017/01/14 05:00:00+00,51,51,700 ERIE BLVD W,DRIVING UNDER INFLUENCE,False,195
2017/01/14 05:00:00+00,329,329,1800 W  FAYETTE ST,ALL OTHER OFFENSES,False,196
2017/01/14 05:00:00+00,653,653,1600 HAWLEY AV,OFFN AGAINST FAMILY,False,197
2017/01/14 05:00:00+00,701,701,100 STEDMAN ST,SIMPLE ASSAULT,True,198
2017/01/14 05:00:00+00,1105,1105,400 JAMES ST,POSSESSION/MARIJUANA,False,199
2017/01/14 05:00:00+00,1136,1136,0 WALSH CIR,ALL OTHER OFFENSES,False,200
2017/01/06 05:00:00+00,2215,2240,800 ONONDAGA AV,POSSESSION/MARIJUANA,False,201
2017/01/06 05:00:00+00,2226,2226,0 W  BISSELL ST,POSSESSION/MARIJUANA,False,202
2017/01/06 05:00:00+00,2245,2229,1 DESTINY USA DR,SIMPLE ASSAULT,False,203
2017/01/06 05:00:00+00,2320,2320,0 SOUTH AV,POSSESSION/MARIJUANA,True,204
2017/01/06 05:00:00+00,2320,2326,2100 COURT ST,SIMPLE ASSAULT,False,205
2017/01/06 05:00:00+00,1900,2100,1600 W  GENESEE ST,CRIMINAL MISCHIEF,True,206
2017/01/06 05:00:00+00,230,730,100 FOREST HILL DR,CRIMINAL MISCHIEF,True,207
2017/01/07 05:00:00+00,25,25,100 HUDSON ST,POSSESSION/MARIJUANA,False,208
2017/01/07 05:00:00+00,20,40,200 BARRETT ST,POSSESSION/MARIJUANA,False,209
2017/01/07 05:00:00+00,31,31,0 MARKLAND AV,POSSESSION/MARIJUANA,False,210
2017/01/07 05:00:00+00,15,15,300 W  FAYETTE ST,SEX OFFENSES,False,211
2017/01/07 05:00:00+00,115,120,1400 BURNET AV,SEX OFFENSES,False,212
2017/01/07 05:00:00+00,149,149,1300 BELLEVUE AV,POSSESSION/MARIJUANA,False,213
2017/01/07 05:00:00+00,0,210,1800 GRANT BLVD,CRIMINAL MISCHIEF,True,214
2017/01/07 05:00:00+00,240,240,900 LEMOYNE AV,CRIMINAL MISCHIEF,True,215
2017/01/07 05:00:00+00,900,900,300 PROSPECT AV,SIMPLE ASSAULT,False,216
2017/01/07 05:00:00+00,945,945,100 LOMBARD AV,OFFN AGAINST FAMILY,False,217
2017/01/07 05:00:00+00,2100,1136,100 COOLIDGE AV,SIMPLE ASSAULT,False,218
2017/01/07 05:00:00+00,1454,1454,600 BEAR ST,SIMPLE ASSAULT,False,219
2017/01/07 05:00:00+00,1610,1610,0 MERRIMAN AV,POSSESSION/MARIJUANA,False,220
2017/01/07 05:00:00+00,1640,1640,200 WILLIS AV,CRIMINAL MISCHIEF,True,221
2017/01/07 05:00:00+00,1648,1648,200 VILLAGE DR,SIMPLE ASSAULT,False,222
2017/01/07 05:00:00+00,1653,1653,100 DAVIS ST,ALL OTHER OFFENSES,True,223
2017/01/07 05:00:00+00,1706,1706,100 BARRETT ST,POSSESSION/USE DRUG,False,224
2017/01/07 05:00:00+00,1729,1729,1800 E  FAYETTE ST,POSSESSION/MARIJUANA,True,225
2017/01/07 05:00:00+00,1747,1747,300 LOMBARD AV,POSSESSION/USE DRUG,False,226
2017/01/07 05:00:00+00,1840,1943,100 CRADDOCK ST,SIMPLE ASSAULT,False,227
2017/01/07 05:00:00+00,1914,1914,0 TALLMAN ST,POSSESSION/MARIJUANA,False,228
2017/01/07 05:00:00+00,1943,1943,600 S  GEDDES ST,POSSESSION/MARIJUANA,True,229
2017/01/07 05:00:00+00,2003,2003,1 DESTINY USA DR,SIMPLE ASSAULT,True,230
2017/01/07 05:00:00+00,2236,2236,300 CROSSETT ST,POSSESSION/MARIJUANA,True,231
2017/01/07 05:00:00+00,2310,2310,1 DESTINY USA DR,SIMPLE ASSAULT,True,232
2017/01/07 05:00:00+00,2310,2310,400 W  NEWELL ST,POSSESSION/MARIJUANA,False,233
2017/01/07 05:00:00+00,2358,2358,300 S  CLINTON ST,ALL OTHER OFFENSES,True,234
2017/01/08 05:00:00+00,226,226,200 W  FAYETTE ST,ALL OTHER OFFENSES,False,235
2017/01/08 05:00:00+00,318,318,100 WASHINGTON SQ,POSSESSION/MARIJUANA,False,236
2017/01/08 05:00:00+00,400,435,1100 VALLEY DR,SIMPLE ASSAULT,False,237
2017/01/08 05:00:00+00,1430,1430,500 S  STATE ST,ALL OTHER OFFENSES,False,238
2017/01/08 05:00:00+00,1442,1442,700 STINARD AV,SEX OFFENSES,False,239
2017/01/08 05:00:00+00,1645,1645,1000 DANFORTH ST,OFFN AGAINST FAMILY,False,240
2017/01/08 05:00:00+00,1733,1733,100 MILNOR AV,SIMPLE ASSAULT,False,241
2017/01/08 05:00:00+00,2038,2038,700 JAMES ST,CRIMINAL MISCHIEF,True,242
2017/01/08 05:00:00+00,2102,2102,400 E  DIVISION ST,SIMPLE ASSAULT,False,243
2017/01/08 05:00:00+00,2318,2318,400 MIDLAND AV,SIMPLE ASSAULT,False,244
2017/01/08 05:00:00+00,0,0,200 LILAC ST,FRAUD,False,245
2017/01/08 05:00:00+00,1200,1200,1100 W  ONONDAGA ST,CRIMINAL MISCHIEF,True,246
2017/01/09 05:00:00+00,33,33,400 W  SENECA TPKE,CRIMINAL MISCHIEF,False,247
2017/01/09 05:00:00+00,54,54,700 JAMES ST,ALL OTHER OFFENSES,True,248
2017/01/09 05:00:00+00,721,753,500 COURT ST,SIMPLE ASSAULT,False,249
2017/01/09 05:00:00+00,0,0,500 S  STATE ST,OFFN AGAINST FAMILY,False,250
2017/01/14 05:00:00+00,1130,1130,900 PARK AV,SIMPLE ASSAULT,False,251
2017/01/14 05:00:00+00,2330,1200,200 CHAVEZ TER,CRIMINAL MISCHIEF,True,252
2017/01/14 05:00:00+00,1316,1316,800 POND ST,SIMPLE ASSAULT,False,253
2017/01/14 05:00:00+00,1404,1404,300 W  JEFFERSON ST,CRIMINAL MISCHIEF,False,254
2017/01/14 05:00:00+00,2300,1100,1400 E  WASHINGTON ST,CRIMINAL MISCHIEF,True,255
2017/01/14 05:00:00+00,1619,1539,900 JAMES ST,SIMPLE ASSAULT,False,256
2017/01/14 05:00:00+00,1656,1656,400 COURT ST,SIMPLE ASSAULT,False,257
2017/01/14 05:00:00+00,1704,1704,0 JOHN ST,POSSESSION/MARIJUANA,False,258
2017/01/14 05:00:00+00,1729,1729,900 BUTTERNUT ST,POSSESSION/MARIJUANA,False,259
2017/01/14 05:00:00+00,1810,1830,200 BURT ST,ALL OTHER OFFENSES,False,260
2017/01/14 05:00:00+00,1852,1852,0 S  MCBRIDE ST,POSSESSION/MARIJUANA,False,261
2017/01/14 05:00:00+00,1853,1853,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,False,262
2017/01/14 05:00:00+00,1901,1855,400 ELM ST,SIMPLE ASSAULT,False,263
2017/01/14 05:00:00+00,1857,1857,1 DESTINY USA DR,POSSESSION/MARIJUANA,False,264
2017/01/14 05:00:00+00,1936,1936,1000 TYSON PL,DISORDERLY CONDUCT,False,265
2017/01/14 05:00:00+00,1939,1939,1100 S  TOWNSEND ST,SIMPLE ASSAULT,False,266
2017/01/14 05:00:00+00,2005,2005,200 PECK AV,SIMPLE ASSAULT,False,267
2017/01/14 05:00:00+00,2205,2205,0 BEAR ST TO WB I 690 RAMP,DRIVING UNDER INFLUENCE,False,268
2017/01/14 05:00:00+00,2227,2227,300 SOUTH AV,POSSESSION/MARIJUANA,True,269
2017/01/14 05:00:00+00,2252,2252,400 SHONNARD ST,POSSESSION/MARIJUANA,True,270
2017/01/14 05:00:00+00,2355,2355,200 W  FAYETTE ST,LIQUOR LAW VIOLATIONS,True,271
2017/01/14 05:00:00+00,200,1200,700 LIVINGSTON AV,CRIMINAL MISCHIEF,True,272
2017/01/15 05:00:00+00,15,15,4400 S  SALINA ST,OFFN AGAINST FAMILY,False,273
2017/01/15 05:00:00+00,30,30,100 JOHN ST,CRIMINAL MISCHIEF,True,274
2017/01/15 05:00:00+00,258,258,600 WOLF ST,DRIVING UNDER INFLUENCE,False,275
2017/01/15 05:00:00+00,329,329,500 GIFFORD ST,POSSESSION/MARIJUANA,True,276
2017/01/15 05:00:00+00,343,343,1400 MIDLAND AV,POSSESSION/USE DANGEROUS WEAPONS,True,277
2017/01/15 05:00:00+00,1000,1006,900 S  TOWNSEND ST,SIMPLE ASSAULT,False,278
2017/01/15 05:00:00+00,1150,1152,800 POND ST,SIMPLE ASSAULT,False,279
