image_id,filename,label
train_00236,train_00236.jpg,81
train_00237,train_00237.jpg,89
train_00238,train_00238.jpg,64
train_00239,train_00239.jpg,41
train_00240,train_00240.jpg,23
train_00241,train_00241.jpg,14
train_00242,train_00242.jpg,35
train_00243,train_00243.jpg,83
train_00244,train_00244.jpg,64
train_00245,train_00245.jpg,85
train_00246,train_00246.jpg,34
train_00247,train_00247.jpg,36
train_00248,train_00248.jpg,72
train_00249,train_00249.jpg,77
train_00250,train_00250.jpg,22
train_00251,train_00251.jpg,80
train_00252,train_00252.jpg,53
train_00253,train_00253.jpg,87
train_00254,train_00254.jpg,4
train_00255,train_00255.jpg,93
train_00256,train_00256.jpg,92
train_00257,train_00257.jpg,88
train_00258,train_00258.jpg,89
train_00259,train_00259.jpg,47
train_00260,train_00260.jpg,1
train_00261,train_00261.jpg,81
train_00262,train_00262.jpg,63
train_00263,train_00263.jpg,17
train_00264,train_00264.jpg,26
train_00265,train_00265.jpg,74
train_00266,train_00266.jpg,94
train_00267,train_00267.jpg,80
train_00268,train_00268.jpg,87
train_00269,train_00269.jpg,37
train_00270,train_00270.jpg,99
train_00271,train_00271.jpg,57
train_00272,train_00272.jpg,83
train_00273,train_00273.jpg,23
train_00274,train_00274.jpg,68
train_00275,train_00275.jpg,16
train_00276,train_00276.jpg,42
train_00277,train_00277.jpg,46
train_00278,train_00278.jpg,49
train_00279,train_00279.jpg,48
train_00280,train_00280.jpg,96
train_00281,train_00281.jpg,6
train_00282,train_00282.jpg,101
train_00283,train_00283.jpg,41
train_00284,train_00284.jpg,90
train_00285,train_00285.jpg,58
train_00286,train_00286.jpg,54
train_00287,train_00287.jpg,72
train_00288,train_00288.jpg,6
train_00289,train_00289.jpg,39
train_00290,train_00290.jpg,13
train_00291,train_00291.jpg,95
train_00292,train_00292.jpg,12
train_00293,train_00293.jpg,41
train_00294,train_00294.jpg,101
train_00295,train_00295.jpg,96
train_00296,train_00296.jpg,40
train_00297,train_00297.jpg,73
train_00298,train_00298.jpg,21
train_00299,train_00299.jpg,26
train_00300,train_00300.jpg,45
train_00301,train_00301.jpg,60
train_00302,train_00302.jpg,92
train_00303,train_00303.jpg,74
train_00304,train_00304.jpg,73
train_00305,train_00305.jpg,41
train_00306,train_00306.jpg,71
train_00307,train_00307.jpg,67
train_00308,train_00308.jpg,85
train_00309,train_00309.jpg,62
train_00310,train_00310.jpg,17
train_00311,train_00311.jpg,84
train_00312,train_00312.jpg,97
train_00313,train_00313.jpg,39
train_00314,train_00314.jpg,45
train_00315,train_00315.jpg,34
train_00316,train_00316.jpg,89
train_00317,train_00317.jpg,63
train_00318,train_00318.jpg,17
train_00319,train_00319.jpg,46
train_00320,train_00320.jpg,95
train_00321,train_00321.jpg,55
train_00322,train_00322.jpg,71
train_00323,train_00323.jpg,56
train_00324,train_00324.jpg,23
train_00325,train_00325.jpg,68
train_00326,train_00326.jpg,40
train_00327,train_00327.jpg,88
train_00328,train_00328.jpg,28
train_00329,train_00329.jpg,23
train_00330,train_00330.jpg,7
train_00331,train_00331.jpg,78
train_00332,train_00332.jpg,15
train_00333,train_00333.jpg,58
train_00334,train_00334.jpg,72
train_00335,train_00335.jpg,53
train_00336,train_00336.jpg,58
train_00337,train_00337.jpg,96
train_00338,train_00338.jpg,96
train_00339,train_00339.jpg,65
train_00340,train_00340.jpg,36
train_00341,train_00341.jpg,50
train_00342,train_00342.jpg,7
train_00343,train_00343.jpg,54
train_00344,train_00344.jpg,26
train_00345,train_00345.jpg,2
train_00346,train_00346.jpg,77
train_00347,train_00347.jpg,91
train_00348,train_00348.jpg,16
train_00349,train_00349.jpg,87
train_00350,train_00350.jpg,99
train_00351,train_00351.jpg,16
train_00352,train_00352.jpg,16
train_00353,train_00353.jpg,2
train_00354,train_00354.jpg,60
train_00355,train_00355.jpg,1
train_00356,train_00356.jpg,101
train_00357,train_00357.jpg,24
train_00358,train_00358.jpg,14
train_00359,train_00359.jpg,15
train_00360,train_00360.jpg,30
train_00361,train_00361.jpg,49
train_00362,train_00362.jpg,13
train_00363,train_00363.jpg,36
train_00364,train_00364.jpg,83
train_00365,train_00365.jpg,52
train_00366,train_00366.jpg,54
train_00367,train_00367.jpg,36
train_00368,train_00368.jpg,77
train_00369,train_00369.jpg,75
train_00370,train_00370.jpg,84
train_00371,train_00371.jpg,28
train_00372,train_00372.jpg,19
train_00373,train_00373.jpg,62
train_00374,train_00374.jpg,30
train_00375,train_00375.jpg,13
train_00376,train_00376.jpg,78
train_00377,train_00377.jpg,100
train_00378,train_00378.jpg,62
train_00379,train_00379.jpg,4
train_00380,train_00380.jpg,41
train_00381,train_00381.jpg,73
train_00382,train_00382.jpg,72
train_00383,train_00383.jpg,77
train_00384,train_00384.jpg,78
train_00385,train_00385.jpg,78
train_00386,train_00386.jpg,83
train_00387,train_00387.jpg,11
train_00388,train_00388.jpg,23
train_00389,train_00389.jpg,47
train_00390,train_00390.jpg,26
train_00391,train_00391.jpg,52
train_00392,train_00392.jpg,40
train_00393,train_00393.jpg,56
train_00394,train_00394.jpg,93
train_00395,train_00395.jpg,21
train_00396,train_00396.jpg,94
train_00397,train_00397.jpg,99
train_00398,train_00398.jpg,82
train_00399,train_00399.jpg,61
train_00400,train_00400.jpg,18
train_00401,train_00401.jpg,73
train_00402,train_00402.jpg,52
train_00403,train_00403.jpg,50
train_00404,train_00404.jpg,19
train_00405,train_00405.jpg,75
train_00406,train_00406.jpg,73
train_00407,train_00407.jpg,37
train_00408,train_00408.jpg,50
train_00409,train_00409.jpg,1
train_00410,train_00410.jpg,11
train_00411,train_00411.jpg,77
train_00412,train_00412.jpg,77
train_00413,train_00413.jpg,50
train_00414,train_00414.jpg,88
train_00415,train_00415.jpg,16
train_00416,train_00416.jpg,75
train_00417,train_00417.jpg,58
train_00418,train_00418.jpg,58
train_00419,train_00419.jpg,66
train_00420,train_00420.jpg,75
train_00421,train_00421.jpg,60
train_00422,train_00422.jpg,69
train_00423,train_00423.jpg,12
train_00424,train_00424.jpg,10
train_00425,train_00425.jpg,94
train_00426,train_00426.jpg,80
train_00427,train_00427.jpg,47
train_00428,train_00428.jpg,74
train_00429,train_00429.jpg,7
train_00430,train_00430.jpg,82
train_00431,train_00431.jpg,52
train_00432,train_00432.jpg,57
train_00433,train_00433.jpg,52
train_00434,train_00434.jpg,75
train_00435,train_00435.jpg,15
train_00436,train_00436.jpg,89
train_00437,train_00437.jpg,62
train_00438,train_00438.jpg,15
train_00439,train_00439.jpg,1
train_00440,train_00440.jpg,73
train_00441,train_00441.jpg,52
train_00442,train_00442.jpg,68
train_00443,train_00443.jpg,94
train_00444,train_00444.jpg,54
train_00445,train_00445.jpg,51
train_00446,train_00446.jpg,20
train_00447,train_00447.jpg,88
train_00448,train_00448.jpg,85
train_00449,train_00449.jpg,6
train_00450,train_00450.jpg,23
train_00451,train_00451.jpg,87
train_00452,train_00452.jpg,45
train_00453,train_00453.jpg,76
train_00454,train_00454.jpg,44
train_00455,train_00455.jpg,73
train_00456,train_00456.jpg,17
train_00457,train_00457.jpg,55
train_00458,train_00458.jpg,70
train_00459,train_00459.jpg,49
train_00460,train_00460.jpg,93
train_00461,train_00461.jpg,3
train_00462,train_00462.jpg,40
train_00463,train_00463.jpg,51
train_00464,train_00464.jpg,96
train_00465,train_00465.jpg,17
train_00466,train_00466.jpg,59
train_00467,train_00467.jpg,59
train_00468,train_00468.jpg,72
train_00469,train_00469.jpg,48
train_00470,train_00470.jpg,101
train_00471,train_00471.jpg,73
train_00472,train_00472.jpg,66
train_00473,train_00473.jpg,20
train_00474,train_00474.jpg,87
train_00475,train_00475.jpg,77
train_00476,train_00476.jpg,56
train_00477,train_00477.jpg,76
train_00478,train_00478.jpg,5
train_00479,train_00479.jpg,45
train_00480,train_00480.jpg,43
train_00481,train_00481.jpg,88
train_00482,train_00482.jpg,75
train_00483,train_00483.jpg,41
train_00484,train_00484.jpg,55
train_00485,train_00485.jpg,14
train_00486,train_00486.jpg,81
train_00487,train_00487.jpg,64
train_00488,train_00488.jpg,44
train_00489,train_00489.jpg,68
train_00490,train_00490.jpg,91
train_00491,train_00491.jpg,56
train_00492,train_00492.jpg,83
train_00493,train_00493.jpg,88
train_00494,train_00494.jpg,33
train_00495,train_00495.jpg,55
train_00496,train_00496.jpg,6
train_00497,train_00497.jpg,62
train_00498,train_00498.jpg,29
train_00499,train_00499.jpg,49
train_00500,train_00500.jpg,41
train_00501,train_00501.jpg,46
train_00502,train_00502.jpg,96
train_00503,train_00503.jpg,53
train_00504,train_00504.jpg,89
train_00505,train_00505.jpg,46
train_00506,train_00506.jpg,45
train_00507,train_00507.jpg,65
train_00508,train_00508.jpg,89
train_00509,train_00509.jpg,36
train_00510,train_00510.jpg,11
train_00511,train_00511.jpg,101
train_00512,train_00512.jpg,43
train_00513,train_00513.jpg,13
train_00514,train_00514.jpg,73
train_00515,train_00515.jpg,102
train_00516,train_00516.jpg,46
train_00517,train_00517.jpg,95
train_00518,train_00518.jpg,67
train_00519,train_00519.jpg,51
train_00520,train_00520.jpg,43
train_00521,train_00521.jpg,56
train_00522,train_00522.jpg,11
train_00523,train_00523.jpg,84
train_00524,train_00524.jpg,43
train_00525,train_00525.jpg,1
train_00526,train_00526.jpg,94
train_00527,train_00527.jpg,68
train_00528,train_00528.jpg,89
train_00529,train_00529.jpg,37
train_00530,train_00530.jpg,78
train_00531,train_00531.jpg,18
train_00532,train_00532.jpg,46
train_00533,train_00533.jpg,93
train_00534,train_00534.jpg,92
train_00535,train_00535.jpg,89
train_00536,train_00536.jpg,38
train_00537,train_00537.jpg,92
train_00538,train_00538.jpg,48
train_00539,train_00539.jpg,94
train_00540,train_00540.jpg,79
train_00541,train_00541.jpg,3
train_00542,train_00542.jpg,41
train_00543,train_00543.jpg,42
train_00544,train_00544.jpg,52
train_00545,train_00545.jpg,58
train_00546,train_00546.jpg,20
train_00547,train_00547.jpg,21
train_00548,train_00548.jpg,96
train_00549,train_00549.jpg,18
train_00550,train_00550.jpg,87
train_00551,train_00551.jpg,71
train_00552,train_00552.jpg,48
train_00553,train_00553.jpg,55
train_00554,train_00554.jpg,80
train_00555,train_00555.jpg,75
train_00556,train_00556.jpg,94
train_00557,train_00557.jpg,81
train_00558,train_00558.jpg,97
train_00559,train_00559.jpg,20
train_00560,train_00560.jpg,1
train_00561,train_00561.jpg,48
train_00562,train_00562.jpg,24
train_00563,train_00563.jpg,55
train_00564,train_00564.jpg,66
train_00565,train_00565.jpg,77
train_00566,train_00566.jpg,11
train_00567,train_00567.jpg,100
train_00568,train_00568.jpg,52
train_00569,train_00569.jpg,40
train_00570,train_00570.jpg,13
train_00571,train_00571.jpg,85
train_00572,train_00572.jpg,47
train_00573,train_00573.jpg,91
train_00574,train_00574.jpg,46
train_00575,train_00575.jpg,96
train_00576,train_00576.jpg,2
train_00577,train_00577.jpg,46
train_00578,train_00578.jpg,90
train_00579,train_00579.jpg,18
train_00580,train_00580.jpg,88
train_00581,train_00581.jpg,51
train_00582,train_00582.jpg,76
train_00583,train_00583.jpg,25
train_00584,train_00584.jpg,82
train_00585,train_00585.jpg,67
train_00586,train_00586.jpg,59
train_00587,train_00587.jpg,73
train_00588,train_00588.jpg,27
train_00589,train_00589.jpg,77
train_00590,train_00590.jpg,14
train_00591,train_00591.jpg,11
train_00592,train_00592.jpg,26
train_00593,train_00593.jpg,19
train_00594,train_00594.jpg,95
train_00595,train_00595.jpg,46
train_00596,train_00596.jpg,90
train_00597,train_00597.jpg,96
train_00598,train_00598.jpg,45
train_00599,train_00599.jpg,76
train_00600,train_00600.jpg,53
train_00601,train_00601.jpg,17
train_00602,train_00602.jpg,79
train_00603,train_00603.jpg,24
train_00604,train_00604.jpg,46
train_00605,train_00605.jpg,75
train_00606,train_00606.jpg,1
train_00607,train_00607.jpg,76
train_00608,train_00608.jpg,73
train_00609,train_00609.jpg,56
train_00610,train_00610.jpg,33
train_00611,train_00611.jpg,77
train_00612,train_00612.jpg,43
train_00613,train_00613.jpg,36
train_00614,train_00614.jpg,33
train_00615,train_00615.jpg,70
train_00616,train_00616.jpg,15
train_00617,train_00617.jpg,13
train_00618,train_00618.jpg,73
train_00619,train_00619.jpg,65
train_00620,train_00620.jpg,62
train_00621,train_00621.jpg,18
train_00622,train_00622.jpg,95
train_00623,train_00623.jpg,64
train_00624,train_00624.jpg,81
train_00625,train_00625.jpg,79
train_00626,train_00626.jpg,23
train_00627,train_00627.jpg,92
train_00628,train_00628.jpg,95
train_00629,train_00629.jpg,95
train_00630,train_00630.jpg,31
train_00631,train_00631.jpg,97
train_00632,train_00632.jpg,102
train_00633,train_00633.jpg,95
train_00634,train_00634.jpg,62
train_00635,train_00635.jpg,85
train_00636,train_00636.jpg,99
train_00637,train_00637.jpg,88
train_00638,train_00638.jpg,54
train_00639,train_00639.jpg,57
train_00640,train_00640.jpg,19
train_00641,train_00641.jpg,33
train_00642,train_00642.jpg,34
train_00643,train_00643.jpg,29
train_00644,train_00644.jpg,78
train_00645,train_00645.jpg,74
train_00646,train_00646.jpg,57
train_00647,train_00647.jpg,75
train_00648,train_00648.jpg,92
train_00649,train_00649.jpg,20
train_00650,train_00650.jpg,85
train_00651,train_00651.jpg,83
train_00652,train_00652.jpg,36
train_00653,train_00653.jpg,20
train_00654,train_00654.jpg,51
train_00655,train_00655.jpg,77
train_00656,train_00656.jpg,50
train_00657,train_00657.jpg,21
train_00658,train_00658.jpg,7
train_00659,train_00659.jpg,41
train_00660,train_00660.jpg,72
train_00661,train_00661.jpg,18
train_00662,train_00662.jpg,8
train_00663,train_00663.jpg,87
train_00664,train_00664.jpg,65
train_00665,train_00665.jpg,35
train_00666,train_00666.jpg,61
train_00667,train_00667.jpg,94
train_00668,train_00668.jpg,91
train_00669,train_00669.jpg,8
train_00670,train_00670.jpg,80
train_00671,train_00671.jpg,69
train_00672,train_00672.jpg,35
train_00673,train_00673.jpg,73
train_00674,train_00674.jpg,14
train_00675,train_00675.jpg,71
train_00676,train_00676.jpg,96
train_00677,train_00677.jpg,50
train_00678,train_00678.jpg,83
train_00679,train_00679.jpg,77
train_00680,train_00680.jpg,102
train_00681,train_00681.jpg,74
train_00682,train_00682.jpg,91
train_00683,train_00683.jpg,45
train_00684,train_00684.jpg,43
train_00685,train_00685.jpg,2
train_00686,train_00686.jpg,88
train_00687,train_00687.jpg,48
train_00688,train_00688.jpg,6
train_00689,train_00689.jpg,19
train_00690,train_00690.jpg,65
train_00691,train_00691.jpg,7
train_00692,train_00692.jpg,59
train_00693,train_00693.jpg,69
train_00694,train_00694.jpg,18
train_00695,train_00695.jpg,57
train_00696,train_00696.jpg,6
train_00697,train_00697.jpg,22
train_00698,train_00698.jpg,77
train_00699,train_00699.jpg,97
train_00700,train_00700.jpg,11
train_00701,train_00701.jpg,25
train_00702,train_00702.jpg,37
train_00703,train_00703.jpg,16
train_00704,train_00704.jpg,6
train_00705,train_00705.jpg,19
train_00706,train_00706.jpg,6
train_00707,train_00707.jpg,23
train_00708,train_00708.jpg,58
train_00709,train_00709.jpg,26
train_00710,train_00710.jpg,40
train_00711,train_00711.jpg,23
train_00712,train_00712.jpg,76
train_00713,train_00713.jpg,71
train_00714,train_00714.jpg,46
train_00715,train_00715.jpg,85
train_00716,train_00716.jpg,16
train_00717,train_00717.jpg,65
train_00718,train_00718.jpg,93
train_00719,train_00719.jpg,28
train_00720,train_00720.jpg,99
train_00721,train_00721.jpg,96
train_00722,train_00722.jpg,51
train_00723,train_00723.jpg,95
train_00724,train_00724.jpg,4
train_00725,train_00725.jpg,31
train_00726,train_00726.jpg,51
train_00727,train_00727.jpg,35
train_00728,train_00728.jpg,76
train_00729,train_00729.jpg,17
train_00730,train_00730.jpg,40
train_00731,train_00731.jpg,80
train_00732,train_00732.jpg,97
train_00733,train_00733.jpg,40
train_00734,train_00734.jpg,100
train_00735,train_00735.jpg,56
train_00736,train_00736.jpg,6
train_00737,train_00737.jpg,35
train_00738,train_00738.jpg,100
train_00739,train_00739.jpg,36
train_00740,train_00740.jpg,17
train_00741,train_00741.jpg,60
train_00742,train_00742.jpg,53
train_00743,train_00743.jpg,56
train_00744,train_00744.jpg,102
train_00745,train_00745.jpg,85
train_00746,train_00746.jpg,82
train_00747,train_00747.jpg,19
train_00748,train_00748.jpg,86
train_00749,train_00749.jpg,72
train_00750,train_00750.jpg,26
train_00751,train_00751.jpg,88
train_00752,train_00752.jpg,46
train_00753,train_00753.jpg,41
train_00754,train_00754.jpg,89
train_00755,train_00755.jpg,88
train_00756,train_00756.jpg,17
train_00757,train_00757.jpg,28
train_00758,train_00758.jpg,24
train_00759,train_00759.jpg,101
train_00760,train_00760.jpg,97
train_00761,train_00761.jpg,61
train_00762,train_00762.jpg,35
train_00763,train_00763.jpg,76
train_00764,train_00764.jpg,27
train_00765,train_00765.jpg,65
train_00766,train_00766.jpg,100
train_00767,train_00767.jpg,54
train_00768,train_00768.jpg,2
train_00769,train_00769.jpg,26
train_00770,train_00770.jpg,8
train_00771,train_00771.jpg,58
train_00772,train_00772.jpg,24
train_00773,train_00773.jpg,87
train_00774,train_00774.jpg,90
train_00775,train_00775.jpg,62
train_00776,train_00776.jpg,65
train_00777,train_00777.jpg,84
train_00778,train_00778.jpg,76
train_00779,train_00779.jpg,66
train_00780,train_00780.jpg,65
train_00781,train_00781.jpg,57
train_00782,train_00782.jpg,95
train_00783,train_00783.jpg,56
train_00784,train_00784.jpg,40
train_00785,train_00785.jpg,46
train_00786,train_00786.jpg,89
train_00787,train_00787.jpg,61
train_00788,train_00788.jpg,55
train_00789,train_00789.jpg,19
train_00790,train_00790.jpg,99
train_00791,train_00791.jpg,62
train_00792,train_00792.jpg,71
train_00793,train_00793.jpg,85
train_00794,train_00794.jpg,90
train_00795,train_00795.jpg,37
train_00796,train_00796.jpg,5
train_00797,train_00797.jpg,11
train_00798,train_00798.jpg,77
train_00799,train_00799.jpg,79
train_00800,train_00800.jpg,84
train_00801,train_00801.jpg,27
train_00802,train_00802.jpg,75
train_00803,train_00803.jpg,97
train_00804,train_00804.jpg,68
train_00805,train_00805.jpg,51
train_00806,train_00806.jpg,72
train_00807,train_00807.jpg,89
train_00808,train_00808.jpg,73
train_00809,train_00809.jpg,15
train_00810,train_00810.jpg,26
train_00811,train_00811.jpg,3
train_00812,train_00812.jpg,102
train_00813,train_00813.jpg,49
train_00814,train_00814.jpg,1
train_00815,train_00815.jpg,25
train_00816,train_00816.jpg,32
train_00817,train_00817.jpg,91
train_00818,train_00818.jpg,69
train_00819,train_00819.jpg,22
train_00820,train_00820.jpg,61
train_00821,train_00821.jpg,73
train_00822,train_00822.jpg,14
train_00823,train_00823.jpg,13
train_00824,train_00824.jpg,52
train_00825,train_00825.jpg,89
train_00826,train_00826.jpg,70
train_00827,train_00827.jpg,34
train_00828,train_00828.jpg,67
train_00829,train_00829.jpg,85
train_00830,train_00830.jpg,31
train_00831,train_00831.jpg,81
train_00832,train_00832.jpg,6
train_00833,train_00833.jpg,74
train_00834,train_00834.jpg,62
train_00835,train_00835.jpg,51
train_00836,train_00836.jpg,22
train_00837,train_00837.jpg,51
train_00838,train_00838.jpg,56
train_00839,train_00839.jpg,68
train_00840,train_00840.jpg,63
train_00841,train_00841.jpg,63
train_00842,train_00842.jpg,13
train_00843,train_00843.jpg,1
train_00844,train_00844.jpg,46
train_00845,train_00845.jpg,74
train_00846,train_00846.jpg,61
train_00847,train_00847.jpg,94
train_00848,train_00848.jpg,62
train_00849,train_00849.jpg,46
train_00850,train_00850.jpg,89
train_00851,train_00851.jpg,47
train_00852,train_00852.jpg,5
train_00853,train_00853.jpg,2
train_00854,train_00854.jpg,46
train_00855,train_00855.jpg,56
train_00856,train_00856.jpg,77
train_00857,train_00857.jpg,41
train_00858,train_00858.jpg,53
train_00859,train_00859.jpg,72
train_00860,train_00860.jpg,57
train_00861,train_00861.jpg,59
train_00862,train_00862.jpg,1
train_00863,train_00863.jpg,5
train_00864,train_00864.jpg,66
train_00865,train_00865.jpg,10
train_00866,train_00866.jpg,52
train_00867,train_00867.jpg,91
train_00868,train_00868.jpg,47
train_00869,train_00869.jpg,76
train_00870,train_00870.jpg,18
train_00871,train_00871.jpg,94
train_00872,train_00872.jpg,83
